id,longitude,latitude,date,time
582,152.9792,-27.409292,2021-12-13,09:00
583,152.9243,-27.58912,2021-12-13,13:20
584,152.93272,-27.603275,2021-12-13,10:45
585,152.93378,-27.59828,2021-12-13,10:30
586,152.95361,-27.578192,2021-12-13,11:00
587,153.02284,-27.478395,2021-12-13,12:15
588,153.02284,-27.478395,2021-12-13,12:20
589,153.02284,-27.478395,2021-12-13,12:20
590,153.02504,-27.479795,2021-12-13,13:30
591,153.02298,-27.479076,2021-12-13,12:26
592,153.0184,-27.476467,2021-12-13,09:50
593,153.0184,-27.476467,2021-12-13,07:30
594,153.02055,-27.476488,2021-12-13,08:00
595,153.02217,-27.476105,2021-12-13,13:40
596,153.0184,-27.476467,2021-12-13,07:30
597,153.03546,-27.487265,2021-12-13,09:35
598,153.02368,-27.564695,2021-12-13,18:10
599,153.02222,-27.567518,2021-12-13,16:30
600,153.06618,-27.572575,2021-12-13,13:00
601,153.0353,-27.592146,2021-12-13,05:00
602,153.05377,-27.611984,2021-12-13,19:00
603,153.08223,-27.562614,2021-12-13,16:20
604,153.08223,-27.562614,2021-12-13,11:45
605,153.08223,-27.562614,2021-12-13,17:10
606,153.07315,-27.542345,2021-12-13,07:30
607,153.08293,-27.56262,2021-12-13,16:20
608,153.11354,-27.577747,2021-12-13,15:25
609,153.11331,-27.577534,2021-12-13,15:20
610,153.03496,-27.476782,2021-12-13,14:30
611,153.1538,-27.456934,2021-12-13,20:00
612,153.09886,-27.471272,2021-12-13,19:45
613,153.30846,-27.86058,2021-12-13,04:30
614,153.49394,-28.14299,2021-12-13,11:30
615,153.51285,-28.166866,2021-12-13,14:25
616,153.38774,-28.077702,2021-12-13,16:00
617,153.38557,-28.077576,2021-12-13,15:40
618,153.38458,-28.078125,2021-12-13,15:40
619,153.38531,-28.077307,2021-12-13,17:00
620,153.38557,-28.078892,2021-12-13,06:15
621,153.38509,-28.079527,2021-12-13,07:00
622,152.73961,-27.660904,2021-12-13,18:30
623,152.73961,-27.660904,2021-12-13,18:30
624,151.94905,-27.594673,2021-12-13,11:25
625,151.95132,-27.560978,2021-12-13,13:00
626,151.97855,-27.585976,2021-12-13,11:30
627,151.95145,-27.560627,2021-12-13,13:30
628,150.30515,-28.546415,2021-12-13,15:25
629,150.30515,-28.546415,2021-12-13,15:25
630,150.3132,-28.538757,2021-12-13,11:16
631,150.30399,-28.546747,2021-12-13,14:52
632,150.30399,-28.546747,2021-12-13,14:52
633,150.3044,-28.545675,2021-12-13,14:32
634,151.24687,-27.185768,2021-12-13,14:30
635,150.19131,-26.660015,2021-12-13,16:00
636,149.79391,-25.641897,2021-12-13,19:00
637,153.00139,-27.221607,2021-12-13,19:00
638,153.08969,-26.396564,2021-12-13,16:20
639,153.08923,-26.387354,2021-12-13,12:00
640,146.7668,-19.24705,2021-12-13,14:05
641,146.77185,-19.257648,2021-12-13,16:15
642,151.20929,-33.86882,2021-12-13,18:05
643,151.20929,-33.86882,2021-12-13,18:05
644,153.03645,-27.45863,2021-12-12,00:42
645,153.03229,-27.382994,2021-12-12,10:15
646,153.03229,-27.382994,2021-12-12,10:15
647,153.03229,-27.382994,2021-12-12,15:30
648,153.03195,-27.38256,2021-12-12,10:30
649,153.03195,-27.38256,2021-12-12,10:30
650,153.03201,-27.382349,2021-12-12,20:00
651,153.0329,-27.381886,2021-12-12,14:00
652,153.03159,-27.383581,2021-12-12,18:20
653,153.03137,-27.383171,2021-12-12,18:30
654,153.03522,-27.356163,2021-12-12,15:00
655,152.99393,-27.35408,2021-12-12,18:00
656,153.065,-27.570406,2021-12-12,16:45
657,153.087,-27.574543,2021-12-12,06:35
658,153.08015,-27.561834,2021-12-12,20:35
659,153.08073,-27.562006,2021-12-12,19:15
660,153.0792,-27.54196,2021-12-12,15:30
661,153.06194,-27.452024,2021-12-12,20:20
662,153.42937,-28.000017,2021-12-12,02:10
663,153.42981,-28.000856,2021-12-12,00:00
664,153.38557,-28.077576,2021-12-12,12:40
665,153.38509,-28.079527,2021-12-12,12:40
666,150.3044,-28.545675,2021-12-12,12:00
667,145.77974,-16.923805,2021-12-12,08:30
668,153.05434,-27.469017,2021-12-11,18:35
669,153.04683,-27.466621,2021-12-11,17:50
670,153.05305,-27.467918,2021-12-11,19:00
671,153.03499,-27.458893,2021-12-11,22:30
672,153.03476,-27.456018,2021-12-11,22:03
673,153.03679,-27.4565,2021-12-11,00:18
674,153.03679,-27.4565,2021-12-11,21:35
675,153.0377,-27.460241,2021-12-11,23:20
676,153.06938,-27.4413,2021-12-11,19:05
677,153.03229,-27.382994,2021-12-11,12:00
678,153.03282,-27.38431,2021-12-11,12:00
679,153.13458,-27.510403,2021-12-11,07:20
680,153.13458,-27.510403,2021-12-11,07:20
681,153.43036,-28.001625,2021-12-11,20:55
682,153.4383,-28.05981,2021-12-11,15:05
683,153.43816,-28.060608,2021-12-11,17:10
684,153.43805,-28.111471,2021-12-11,06:50
685,153.43805,-28.111471,2021-12-11,06:50
686,153.45488,-28.089596,2021-12-11,21:33
687,153.4591,-28.09923,2021-12-11,06:25
688,153.53792,-28.167843,2021-12-11,12:15
689,153.53815,-28.168764,2021-12-11,13:15
690,152.8483,-27.641123,2021-12-11,08:50
691,152.76117,-27.616468,2021-12-11,09:00
692,145.77966,-16.923838,2021-12-11,17:45
693,153.0331,-27.457352,2021-12-10,23:24
694,153.03639,-27.456356,2021-12-10,23:56
695,153.0359,-27.457922,2021-12-10,22:53
696,153.06938,-27.4413,2021-12-10,21:00
697,153.07373,-27.437868,2021-12-10,08:00
698,153.0353,-27.592146,2021-12-10,05:00
699,153.36526,-28.080364,2021-12-10,08:50
700,153.36653,-28.079372,2021-12-10,09:45
701,153.36504,-28.08043,2021-12-10,16:30
702,153.45488,-28.089596,2021-12-10,21:33
703,153.3874,-28.077938,2021-12-10,11:30
704,153.38557,-28.077576,2021-12-10,10:55
705,153.38782,-28.078472,2021-12-10,11:15
706,153.38602,-28.076408,2021-12-10,11:05
707,152.76117,-27.616468,2021-12-10,11:00
708,150.30386,-28.546202,2021-12-10,15:25
709,150.30698,-28.548004,2021-12-10,15:19
710,153.08969,-26.525888,2021-12-10,16:50
711,153.08842,-26.526213,2021-12-10,16:30
712,145.75398,-16.877577,2021-12-10,08:22
713,153.07373,-27.437868,2021-12-09,08:00
714,153.065,-27.570406,2021-12-09,09:20
715,153.06557,-27.57308,2021-12-09,12:19
716,153.06557,-27.57308,2021-12-09,12:45
717,153.0652,-27.572855,2021-12-09,12:10
718,153.06407,-27.57349,2021-12-09,12:50
719,153.0353,-27.592146,2021-12-09,05:00
720,153.07832,-27.573774,2021-12-09,13:00
721,153.08223,-27.562614,2021-12-09,13:00
722,153.08554,-27.564,2021-12-09,13:00
723,153.10242,-27.502928,2021-12-09,16:20
724,153.10202,-27.502396,2021-12-09,16:25
725,153.07272,-27.467974,2021-12-09,17:00
726,153.45146,-28.089348,2021-12-08,06:55
727,153.47499,-28.150301,2021-12-08,07:30
728,153.47284,-28.143423,2021-12-08,07:05
729,152.95111,-26.47574,2021-12-08,19:25
730,153.06363,-27.439074,2021-12-07,17:30
731,153.05879,-27.416296,2021-12-07,15:00
732,153.32796,-28.05763,2021-12-07,12:50
733,153.38396,-27.987322,2021-12-07,08:30
734,153.46841,-28.1343,2021-12-07,17:00
735,153.46841,-28.1343,2021-12-07,17:00
736,153.47221,-28.122238,2021-12-07,07:00
737,153.46935,-28.13408,2021-12-07,17:00
738,153.46848,-28.134579,2021-12-07,17:00
739,153.46935,-28.13408,2021-12-07,17:00
740,153.47052,-28.141678,2021-12-07,12:10
741,153.47499,-28.150301,2021-12-07,08:10
742,153.47284,-28.143423,2021-12-07,12:15
743,153.4728,-28.150719,2021-12-07,07:30
744,153.20029,-27.920225,2021-12-07,10:15
745,153.19847,-27.926767,2021-12-07,11:05
746,153.10242,-27.502928,2021-12-06,12:45
747,153.42653,-28.048578,2021-12-06,07:45
748,153.45146,-28.089348,2021-12-06,07:00
749,153.4441,-28.074064,2021-12-06,20:00
750,153.44104,-28.068499,2021-12-06,07:20
751,153.47499,-28.150301,2021-12-06,07:30
752,153.4737,-28.147482,2021-12-06,07:15
753,153.08455,-26.66455,2021-12-06,04:45
754,153.42854,-28.02088,2021-12-05,17:00
755,153.40857,-28.03878,2021-12-05,08:00
756,153.40857,-28.03878,2021-12-05,08:00
757,153.49178,-28.140833,2021-12-05,17:00
758,153.49178,-28.140833,2021-12-05,18:00
759,153.49178,-28.140833,2021-12-05,18:00
760,153.00093,-27.250347,2021-12-05,00:00
761,153.12885,-26.70205,2021-12-05,18:00
762,153.11923,-27.388033,2021-12-04,09:15
763,153.11923,-27.388033,2021-12-04,09:15
764,153.09395,-27.377527,2021-12-04,06:00
765,153.40857,-28.03878,2021-12-04,09:15
766,153.40857,-28.03878,2021-12-04,09:15
767,153.40857,-28.03878,2021-12-04,09:15
768,153.40857,-28.03878,2021-12-04,09:15
769,152.9911,-27.307158,2021-12-04,06:30
770,153.00093,-27.250347,2021-12-04,14:00
771,153.31609,-27.85302,2021-12-03,08:00
772,153.43471,-28.035585,2021-12-03,17:30
773,153.43405,-28.073826,2021-12-03,19:30
774,153.44423,-28.074432,2021-12-03,09:00
775,145.74994,-16.877762,2021-12-03,09:25
776,145.75398,-16.877577,2021-12-03,08:20
777,153.08556,-27.563982,2021-12-02,10:45
778,153.33885,-27.99663,2021-12-02,15:00
779,153.33972,-28.007633,2021-12-02,11:45
780,153.42802,-28.036402,2021-12-02,11:00
781,153.43332,-28.041573,2021-12-02,15:30
782,153.42648,-28.037281,2021-12-02,12:00
783,153.40857,-28.03878,2021-12-02,09:00
784,153.40857,-28.03878,2021-12-02,10:00
785,153.40857,-28.03878,2021-12-02,09:00
786,153.42648,-28.037281,2021-12-02,11:00
787,153.12032,-27.385176,2021-11-30,14:50
788,153.19048,-27.52456,2021-11-30,09:30
789,153.19096,-27.524263,2021-11-30,10:05
790,153.19012,-27.524294,2021-11-30,09:55
791,153.19037,-27.523825,2021-11-30,09:40
792,153.19185,-27.52523,2021-11-30,10:10
793,153.19083,-27.52427,2021-11-30,09:30
794,153.19751,-27.531214,2021-11-30,09:20
795,153.35495,-27.998158,2021-11-30,15:00
796,153.38022,-28.08832,2021-11-30,09:00
797,153.38557,-28.077576,2021-11-30,09:15
798,153.38458,-28.078125,2021-11-30,11:00
799,153.38669,-28.07623,2021-11-30,09:15
800,153.12032,-27.385176,2021-11-29,19:15
801,153.19058,-27.520023,2021-11-29,19:50
802,153.19058,-27.520023,2021-11-29,19:50
803,153.36278,-28.07447,2021-11-29,14:00
804,153.36278,-28.07447,2021-11-28,15:00
805,153.38765,-28.080824,2021-11-27,09:20
806,152.65173,-27.454266,2021-11-27,15:30
807,153.38474,-28.076653,2021-11-26,09:25
808,153.38388,-28.077465,2021-11-26,14:05
809,153.38531,-28.077307,2021-11-26,13:30
810,153.38564,-28.076504,2021-11-26,13:40
811,153.38672,-28.07806,2021-11-26,14:00
812,153.12032,-27.385176,2021-11-25,17:50
813,153.11894,-27.3851,2021-11-25,18:36
814,152.74146,-27.658482,2021-11-23,12:47
815,153.11958,-27.385418,2021-11-14,07:30
816,153.08083,-27.414005,2021-11-14,07:30
817,153.30121,-27.849445,2021-11-08,10:45
818,153.30243,-27.849886,2021-11-08,10:55
819,153.33536,-27.992157,2021-11-08,14:15
820,153.4111,-28.00618,2021-11-07,10:55
821,153.38557,-28.077576,2021-11-07,09:20
822,153.38672,-28.07806,2021-11-07,10:10
823,153.38557,-28.078892,2021-11-07,09:25
824,153.11958,-27.385418,2021-11-05,14:20
825,153.11958,-27.385418,2021-11-05,15:00
826,153.1189,-27.38449,2021-11-05,14:20
827,152.03409,-28.217325,2021-11-03,20:40
828,152.03229,-28.216887,2021-11-02,09:00
829,152.03409,-28.217325,2021-11-01,20:30
830,152.03229,-28.216887,2021-11-01,13:00
831,150.3049,-28.546846,2021-11-01,10:00
832,150.3044,-28.545675,2021-11-01,10:00
833,153.11696,-27.388166,2021-10-31,15:10
834,153.1189,-27.38449,2021-10-31,14:40
835,150.3239,-28.545698,2021-10-31,10:30
836,150.3239,-28.545698,2021-10-31,10:30
837,150.3239,-28.545698,2021-10-31,10:30
838,145.77122,-16.923662,2021-10-29,10:30
839,145.75398,-16.877577,2021-10-29,12:00
840,145.77167,-16.925278,2021-10-29,10:30
841,145.77167,-16.925278,2021-10-29,10:30
842,146.09224,-17.898354,2021-10-27,14:30
843,145.75398,-16.877577,2021-10-25,09:45
844,152.97818,-27.123404,2021-10-23,20:50
845,152.97818,-27.123404,2021-10-23,21:05
846,152.97818,-27.123404,2021-10-23,21:05
847,152.97818,-27.123404,2021-10-23,20:50
848,152.35945,-24.892221,2021-10-23,16:00
849,153.07933,-27.678894,2021-10-21,07:00
850,152.81932,-27.588385,2021-10-21,10:45
851,153.00172,-27.558586,2021-10-20,16:30
852,153.00172,-27.558586,2021-10-20,16:30
853,153.00172,-27.558586,2021-10-20,16:30
854,152.99835,-27.565575,2021-10-20,16:45
855,153.44376,-28.07516,2021-10-20,12:30
856,153.44376,-28.07516,2021-10-20,12:30
857,153.53703,-28.16835,2021-10-20,12:30
858,153.53703,-28.16835,2021-10-20,12:30
859,150.3239,-28.545698,2021-10-20,11:30
860,153.01837,-27.595734,2021-10-19,18:25
861,153.43353,-28.03353,2021-10-19,00:00
862,153.44376,-28.07516,2021-10-19,08:00
863,153.44376,-28.07516,2021-10-19,12:30
864,153.44376,-28.07516,2021-10-19,12:30
865,153.44376,-28.07516,2021-10-19,08:00
866,153.53703,-28.16835,2021-10-19,08:00
867,153.53703,-28.16835,2021-10-19,12:30
868,153.53703,-28.16835,2021-10-19,12:30
869,153.53703,-28.16835,2021-10-19,08:00
870,153.01195,-27.412725,2021-10-18,19:15
871,153.01195,-27.412725,2021-10-18,19:00
872,152.95839,-27.596119,2021-10-18,17:10
873,153.43353,-28.03353,2021-10-18,00:00
874,153.43353,-28.03353,2021-10-17,00:00
875,153.43353,-28.03353,2021-10-16,00:00
876,153.12183,-27.394215,2021-10-09,06:18
877,153.12047,-27.3846,2021-10-09,06:00
878,153.12047,-27.3846,2021-10-08,08:25
879,153.12032,-27.385176,2021-10-04,12:35
880,153.01721,-27.558224,2021-10-01,08:50
881,153.01721,-27.558224,2021-10-01,09:00
882,153.0171,-27.558334,2021-10-01,08:45
883,153.13405,-27.393562,2021-09-30,00:00
884,153.03247,-27.384853,2021-09-30,12:40
885,153.03247,-27.384853,2021-09-30,12:40
886,153.03273,-27.385288,2021-09-30,13:00
887,153.03273,-27.385288,2021-09-30,13:00
888,153.03265,-27.385672,2021-09-30,12:20
889,153.0325,-27.385174,2021-09-30,13:00
890,153.0325,-27.385174,2021-09-30,13:00
891,153.52934,-28.168056,2021-09-30,00:00
892,153.13405,-27.393562,2021-09-29,00:00
893,153.11894,-27.630905,2021-09-29,08:40
894,153.52934,-28.168056,2021-09-29,00:00
895,146.81738,-19.259674,2021-09-29,00:01
896,146.77061,-19.256298,2021-09-29,06:00
897,153.02669,-27.469715,2021-09-28,10:15
898,153.02484,-27.469065,2021-09-28,10:20
899,153.02425,-27.470112,2021-09-28,10:40
900,153.02704,-27.47131,2021-09-28,10:55
901,153.02487,-27.469097,2021-09-28,10:25
902,153.02527,-27.471378,2021-09-28,11:20
903,153.13405,-27.393562,2021-09-28,00:00
904,153.02667,-27.330315,2021-09-28,19:00
905,153.05302,-27.356216,2021-09-28,08:25
906,153.10175,-27.470587,2021-09-28,09:30
907,153.09784,-27.471214,2021-09-28,08:30
908,153.09886,-27.471272,2021-09-28,09:10
909,153.09886,-27.471272,2021-09-28,09:10
910,153.10165,-27.470697,2021-09-28,09:30
911,153.09784,-27.471214,2021-09-28,08:10
912,153.39664,-27.90885,2021-09-28,16:20
913,153.4001,-27.932894,2021-09-28,17:30
914,153.40376,-27.923576,2021-09-28,17:00
915,153.5378,-28.167997,2021-09-28,16:20
916,153.52756,-28.16766,2021-09-28,19:20
917,153.53792,-28.167843,2021-09-28,16:20
918,153.52692,-28.167465,2021-09-28,07:30
919,153.52692,-28.167465,2021-09-28,07:25
920,153.52934,-28.168056,2021-09-28,00:00
921,146.81557,-19.260666,2021-09-28,16:20
922,146.81557,-19.260666,2021-09-28,16:20
923,146.81738,-19.259674,2021-09-28,00:01
924,146.81572,-19.2595,2021-09-28,17:45
925,153.06982,-27.44061,2021-09-27,18:00
926,153.06938,-27.4403,2021-09-27,08:00
927,153.13405,-27.393562,2021-09-27,00:00
928,153.08513,-27.226105,2021-09-27,09:15
929,153.08719,-27.225922,2021-09-27,09:15
930,153.0246,-27.487057,2021-09-27,00:00
931,153.11894,-27.630905,2021-09-27,09:00
932,153.09993,-27.471556,2021-09-27,16:05
933,153.09984,-27.471355,2021-09-27,16:05
934,153.4001,-27.932894,2021-09-27,16:20
935,153.40376,-27.923576,2021-09-27,16:00
936,153.43742,-28.063705,2021-09-27,08:15
937,153.5291,-28.16754,2021-09-27,13:45
938,153.52692,-28.167465,2021-09-27,07:30
939,153.52692,-28.167465,2021-09-27,07:30
940,153.52934,-28.168056,2021-09-27,00:00
941,153.54457,-28.166576,2021-09-27,17:30
942,153.01396,-27.241072,2021-09-27,14:55
943,153.01851,-27.242687,2021-09-27,10:55
944,153.01682,-27.241158,2021-09-27,10:30
945,153.0184,-27.242792,2021-09-27,11:00
946,153.01884,-27.242638,2021-09-27,11:15
947,153.01868,-27.242865,2021-09-27,10:45
948,146.81688,-19.260056,2021-09-27,14:15
949,146.81738,-19.259674,2021-09-27,00:01
950,146.81767,-19.259108,2021-09-27,14:05
951,146.81743,-19.259346,2021-09-27,14:10
952,146.77061,-19.256298,2021-09-27,06:00
953,153.06982,-27.44061,2021-09-26,18:00
954,153.06938,-27.4403,2021-09-26,08:00
955,153.13405,-27.393562,2021-09-26,00:00
956,153.02347,-27.48165,2021-09-26,23:15
957,153.02806,-27.485,2021-09-26,19:30
958,153.0246,-27.487057,2021-09-26,00:00
959,153.10208,-27.504284,2021-09-26,12:45
960,153.10242,-27.502928,2021-09-26,11:55
961,153.10207,-27.504383,2021-09-26,12:20
962,153.10217,-27.501894,2021-09-26,12:00
963,153.10216,-27.503267,2021-09-26,12:10
964,153.10187,-27.50146,2021-09-26,12:00
965,153.1017,-27.503288,2021-09-26,12:25
966,153.10284,-27.50165,2021-09-26,11:55
967,153.10197,-27.503092,2021-09-26,12:05
968,153.10155,-27.504822,2021-09-26,12:35
969,153.10162,-27.504614,2021-09-26,13:05
970,153.08301,-27.49276,2021-09-26,13:20
971,153.09993,-27.471556,2021-09-26,09:00
972,153.09993,-27.471556,2021-09-26,10:10
973,153.10165,-27.470697,2021-09-26,09:00
974,153.09984,-27.471355,2021-09-26,10:10
975,153.09734,-27.473372,2021-09-26,09:40
976,153.33717,-27.99001,2021-09-26,14:15
977,153.33536,-27.992416,2021-09-26,14:10
978,153.42755,-28.002445,2021-09-26,13:30
979,153.42766,-28.002459,2021-09-26,12:30
980,153.49345,-28.142212,2021-09-26,15:15
981,153.5378,-28.167997,2021-09-26,09:50
982,153.53847,-28.168139,2021-09-26,11:40
983,153.53792,-28.167843,2021-09-26,09:30
984,153.5291,-28.16754,2021-09-26,13:30
985,153.52692,-28.167465,2021-09-26,08:00
986,153.52692,-28.167465,2021-09-26,08:00
987,153.52295,-28.167189,2021-09-26,15:30
988,153.52934,-28.168056,2021-09-26,00:00
989,153.00143,-27.221548,2021-09-26,15:30
990,146.81557,-19.260666,2021-09-26,13:35
991,146.81604,-19.26215,2021-09-26,16:10
992,146.81738,-19.259674,2021-09-26,00:01
993,146.81561,-19.24955,2021-09-26,12:00
994,153.04007,-27.442108,2021-09-25,11:40
995,153.07188,-27.427366,2021-09-25,08:00
996,153.07185,-27.427246,2021-09-25,10:25
997,153.06982,-27.44061,2021-09-25,18:00
998,153.06938,-27.4403,2021-09-25,08:00
999,153.0691,-27.441206,2021-09-25,12:40
1000,153.0493,-27.4396,2021-09-25,07:50
1001,153.13405,-27.393562,2021-09-25,00:00
1002,153.04347,-27.431854,2021-09-25,10:30
1003,153.11409,-27.226679,2021-09-25,13:00
1004,153.02507,-27.375908,2021-09-25,09:55
1005,152.96298,-27.337757,2021-09-25,09:27
1006,153.02403,-27.48247,2021-09-25,13:20
1007,153.0246,-27.487057,2021-09-25,00:00
1008,153.342,-28.008028,2021-09-25,20:20
1009,153.4076,-28.046053,2021-09-25,14:50
1010,153.40799,-28.045853,2021-09-25,14:35
1011,153.52104,-28.164923,2021-09-25,17:35
1012,153.52934,-28.168056,2021-09-25,13:00
1013,153.36693,-28.04681,2021-09-25,20:10
1014,152.96298,-27.337757,2021-09-25,09:27
1015,153.0,-27.22141,2021-09-25,11:15
1016,153.00102,-27.22401,2021-09-25,13:05
1017,153.00102,-27.22401,2021-09-25,13:05
1018,146.81738,-19.259674,2021-09-25,00:01
1019,153.02437,-27.462406,2021-09-24,00:00
1020,153.02437,-27.462406,2021-09-24,00:00
1021,153.02437,-27.462406,2021-09-24,00:00
1022,153.02467,-27.462828,2021-09-24,09:55
1023,153.06982,-27.44061,2021-09-24,19:30
1024,153.06938,-27.4403,2021-09-24,08:00
1025,153.06998,-27.439774,2021-09-24,19:30
1026,153.13405,-27.393562,2021-09-24,00:00
1027,153.13422,-27.39308,2021-09-24,10:00
1028,153.10368,-27.418467,2021-09-24,05:35
1029,153.01752,-27.355013,2021-09-24,16:40
1030,153.01752,-27.355013,2021-09-24,16:40
1031,152.96503,-27.345484,2021-09-24,05:05
1032,153.02403,-27.48247,2021-09-24,14:30
1033,153.0246,-27.487057,2021-09-24,12:45
1034,153.0077,-27.557465,2021-09-24,11:15
1035,153.0077,-27.557465,2021-09-24,11:15
1036,153.01721,-27.558224,2021-09-24,12:00
1037,153.0171,-27.558334,2021-09-24,08:50
1038,153.0171,-27.558334,2021-09-24,08:45
1039,152.9951,-27.213556,2021-09-24,10:00
1040,152.9951,-27.213556,2021-09-24,10:00
1041,146.81557,-19.260666,2021-09-24,19:00
1042,146.81606,-19.260387,2021-09-24,17:30
1043,146.81738,-19.259674,2021-09-24,00:01
1044,146.81738,-19.259674,2021-09-24,19:20
1045,146.81606,-19.260422,2021-09-24,17:30
1046,146.78255,-19.270754,2021-09-24,13:40
1047,146.77061,-19.256298,2021-09-24,06:00
1048,153.02437,-27.462406,2021-09-23,00:00
1049,153.02437,-27.462406,2021-09-23,00:00
1050,153.02437,-27.462406,2021-09-23,00:00
1051,153.02336,-27.46077,2021-09-23,13:35
1052,153.06982,-27.44061,2021-09-23,18:00
1053,153.06938,-27.4403,2021-09-23,08:00
1054,153.08138,-27.414957,2021-09-23,12:25
1055,153.08122,-27.41464,2021-09-23,12:30
1056,153.13405,-27.393562,2021-09-23,00:00
1057,153.10368,-27.418467,2021-09-23,08:00
1058,153.01752,-27.355013,2021-09-23,16:40
1059,152.96503,-27.345484,2021-09-23,05:05
1060,152.95975,-27.337519,2021-09-23,07:25
1061,152.95975,-27.337519,2021-09-23,07:25
1062,153.0077,-27.557465,2021-09-23,11:15
1063,148.07425,-22.05996,2021-09-23,08:30
1064,146.81601,-19.260422,2021-09-23,16:20
1065,146.81606,-19.260387,2021-09-23,17:25
1066,146.81738,-19.259674,2021-09-23,00:01
1067,146.81606,-19.260422,2021-09-23,16:20
1068,146.78255,-19.270754,2021-09-23,12:25
1069,146.77061,-19.256298,2021-09-23,06:00
1070,146.77058,-19.256983,2021-09-23,07:50
1071,153.02437,-27.462406,2021-09-22,00:00
1072,153.02437,-27.462406,2021-09-22,00:00
1073,153.02437,-27.462406,2021-09-22,00:00
1074,153.02467,-27.462828,2021-09-22,10:45
1075,153.02408,-27.46117,2021-09-22,23:25
1076,153.06982,-27.44061,2021-09-22,18:30
1077,153.06938,-27.4403,2021-09-22,08:00
1078,153.13405,-27.393562,2021-09-22,00:00
1079,153.13422,-27.39308,2021-09-22,11:00
1080,152.99973,-27.22024,2021-09-22,08:30
1081,152.99973,-27.22024,2021-09-22,08:30
1082,153.02632,-27.470398,2021-09-21,00:00
1083,153.02632,-27.470398,2021-09-21,00:00
1084,153.02632,-27.470398,2021-09-21,00:00
1085,153.02437,-27.462406,2021-09-21,12:17
1086,153.02437,-27.462406,2021-09-21,12:17
1087,153.02437,-27.462406,2021-09-21,12:17
1088,153.02408,-27.461094,2021-09-21,18:00
1089,153.02408,-27.461094,2021-09-21,18:00
1090,153.02408,-27.461094,2021-09-21,18:00
1091,153.02467,-27.462828,2021-09-21,11:20
1092,153.02434,-27.465569,2021-09-21,10:45
1093,153.02434,-27.465569,2021-09-21,10:45
1094,153.02408,-27.46117,2021-09-21,17:35
1095,153.08125,-27.414505,2021-09-21,08:00
1096,153.08125,-27.414505,2021-09-21,08:00
1097,153.06982,-27.44061,2021-09-21,18:00
1098,153.06938,-27.4403,2021-09-21,08:00
1099,153.13405,-27.393562,2021-09-21,00:00
1100,153.13422,-27.39308,2021-09-21,09:00
1101,153.02632,-27.470398,2021-09-20,00:00
1102,153.02632,-27.470398,2021-09-20,00:00
1103,153.02632,-27.470398,2021-09-20,00:00
1104,153.02429,-27.470793,2021-09-20,12:10
1105,153.02429,-27.470793,2021-09-20,12:10
1106,153.02429,-27.470793,2021-09-20,11:40
1107,153.02429,-27.470793,2021-09-20,11:40
1108,153.02625,-27.470491,2021-09-20,11:20
1109,153.02625,-27.470491,2021-09-20,11:20
1110,153.02625,-27.470491,2021-09-20,11:20
1111,153.02625,-27.470491,2021-09-20,16:20
1112,153.02632,-27.470398,2021-09-19,00:00
1113,153.02632,-27.470398,2021-09-19,00:00
1114,153.02632,-27.470398,2021-09-19,00:00
1115,153.02492,-27.471506,2021-09-19,20:00
1116,153.02492,-27.471506,2021-09-19,20:00
1117,153.02492,-27.471506,2021-09-19,20:00
1118,153.0237,-27.471672,2021-09-18,00:00
1119,153.02625,-27.470491,2021-09-18,11:30
1120,153.0306,-27.465319,2021-09-17,09:47
1121,153.0237,-27.471672,2021-09-17,00:00
1122,153.02632,-27.470398,2021-09-17,00:00
1123,153.02672,-27.470072,2021-09-17,21:30
1124,153.02672,-27.470072,2021-09-17,21:30
1125,153.0257,-27.469673,2021-09-17,10:27
1126,153.12183,-27.394215,2021-09-17,17:00
1127,153.11894,-27.3851,2021-09-17,19:30
1128,153.11923,-27.388033,2021-09-17,17:10
1129,153.12183,-27.394215,2021-09-17,19:30
1130,153.12032,-27.385176,2021-09-17,11:25
1131,153.12183,-27.394215,2021-09-17,18:45
1132,153.12183,-27.394215,2021-09-17,18:45
1133,153.00003,-27.535648,2021-09-10,09:00
1134,153.03865,-27.545984,2021-09-10,11:00
1135,153.04927,-27.574049,2021-09-10,08:00
1136,153.04927,-27.574049,2021-09-10,08:00
1137,153.03993,-27.484898,2021-09-10,15:35
1138,151.03307,-33.84955,2021-09-09,15:06
1139,153.02357,-27.563139,2021-09-09,17:15
1140,153.04927,-27.574049,2021-09-09,08:00
1141,153.04927,-27.574049,2021-09-09,08:00
1142,153.06113,-27.58837,2021-09-09,09:35
1143,153.06102,-27.589705,2021-09-09,09:30
1144,153.0608,-27.589794,2021-09-09,15:25
1145,153.0608,-27.589794,2021-09-09,09:20
1146,153.0608,-27.589794,2021-09-09,09:20
1147,153.04814,-27.57295,2021-09-09,15:06
1148,153.04814,-27.57295,2021-09-09,15:09
1149,153.02599,-27.575579,2021-09-09,12:35
1150,153.02606,-27.575523,2021-09-09,12:30
1151,153.08223,-27.562614,2021-09-09,17:15
1152,153.08223,-27.562614,2021-09-09,17:15
1153,153.08223,-27.562614,2021-09-09,17:15
1154,153.08223,-27.562614,2021-09-09,17:15
1155,153.07834,-27.552965,2021-09-09,15:45
1156,153.08069,-27.56352,2021-09-09,15:09
1157,152.97931,-27.565609,2021-09-08,19:11
